matrix_size,processes,sequential_time,distributed_time,speedup,efficiency
1000,1,0.022078990936279297,0.012310266494750977,1.7935428892375032,1.7935428892375032
1000,1,0.016072750091552734,0.012924671173095703,1.243571296808707,1.243571296808707
1000,1,0.020149946212768555,0.018454790115356445,1.0918545313610233,1.0918545313610233
